0.875,6.803653,3,50.42204,48
0.8333333,7.613132,4,13.9464,48
0.7916667,7.457191,5,37.92319,48
0.875,6.947111,3,56.00951,48
0.9166667,7.15046,2,33.9773,48
0.9583333,6.986275,1,50.02115,48
0.3877551,2.323844,2,1573.648,49
0.8333333,6.043797,4,191.9213,48
0.875,7.011186,3,49.92979,48
0.9583333,7.534545,1,25.93485,48
0.875,7.095155,3,43.91474,48
0.875,7.322431,3,25.91446,48
0.5833333,4.248612,2,728.4903,48
0.5625,3.314124,1,1035.913,48
0.8823529,5.994881,3,221.3803,51
0.5833333,3.665446,3,886.2021,48
0.9166667,7.370039,2,33.93435,48
0.875,7.417425,3,23.93764,48
0.5833333,5.476261,5,385.1674,48
1,6.71131,0,89.83299,48
