1,7.247561,0,25.95492,50
0.84,7.344752,4,10.56134,50
0.92,5.316133,2,178.653,50
0.88,6.592445,3,39.49448,50
0.88,7.174609,3,6.177334,50
0.96,7.749314,1,0,50
1,6.57204,0,65.87407,50
0.96,6.800531,1,23.36667,50
1,6.540895,0,45.72479,50
0.88,6.422812,3,63.7519,50
1,6.613594,0,61.45033,50
0.92,6.023758,2,161.5434,50
0.92,6.790676,2,38.82798,50
0.96,6.489789,1,51.92246,50
1,6.473182,0,53.67659,50
0.88,6.229861,3,71.75029,50
0.92,6.905871,2,27.23361,50
0.88,6.071547,3,68.74831,50
0.92,6.715699,2,30.21706,50
0.92,6.456726,2,31.05461,50
