0.92,7.29224,2,40.92303,50
0.96,6.882767,1,42.38103,50
0.92,7.240996,2,23.70613,50
0.92,7.040515,2,32.91785,50
0.92,7.530056,2,16.6595,50
0.96,7.206749,1,21.66863,50
0.96,6.659651,1,128.8349,50
0.96,7.35825,1,10.89255,50
0.92,7.128875,2,35.98315,50
0.96,6.713069,1,35.70441,50
0.92,7.244359,2,18.5187,50
0.88,6.883767,3,56.23999,50
0.96,6.872641,1,41.36715,50
1,7.198999,0,25.11068,50
0.84,6.958387,4,50.15085,50
1,6.706177,0,33.97972,50
1,5.885141,0,157.208,50
0.46,1.564109,1,1810.967,50
0.58,2.072488,0,1383.901,50
0.96,6.304445,1,66.31456,50
