1,7.725416,0,12.89145,48
1,7.554716,0,36.31159,48
1,7.62834,0,15.68233,48
1,7.693162,0,13.23927,48
1,7.737889,0,8.972131,48
1,7.698635,0,12.14272,48
1,7.669086,0,29.06839,48
1,7.561185,0,14.96986,48
1,7.599216,0,25.628,48
0.9583333,7.680425,1,5.988048,48
1,7.479099,0,35.43155,48
1,7.584994,0,19.03874,48
1,7.554211,0,23.21567,48
1,7.580773,0,30.76824,48
1,7.591805,0,21.26991,48
1,7.642004,0,22.39521,48
1,7.648448,0,18.80851,48
0.9583333,7.683454,1,15.85937,48
1,7.548954,0,31.87001,48
1,7.714399,0,16.12389,48
