0.755102,4.408502,12,425.1379,49
0.877551,4.106055,6,524.9227,49
0.8367347,4.129024,8,495.175,49
0.7959183,4.312271,10,435.1582,49
0.9591837,3.90743,2,634.7576,49
0.7959183,4.277505,10,434.0245,49
0.877551,4.06098,6,551.9547,49
0.877551,4.295321,6,503.9208,49
0.8888889,3.845363,6,693.674,54
0.9183673,3.969773,4,597.8612,49
0.8545455,3.75671,8,739.39,55
0.877551,4.031305,6,550.9424,49
0.8367347,3.984785,8,571.9347,49
0.8367347,4.142766,8,520.8844,49
0.877551,4.150844,6,524.0139,49
0.877551,4.171062,6,514.8796,49
0.7959183,4.200739,10,447.1559,49
0.7959183,4.448089,10,419.1299,49
0.8545455,3.860609,8,676.7647,55
0.8367347,4.152877,8,483.1138,49
