1,3.129603,0,877.1287,49
1,3.020104,0,938.0837,49
1,3.015109,0,915.2432,49
0.9811321,2.868288,0,1097.754,53
1,3.15107,0,876.4051,49
1,3.051174,0,933.1215,49
0.9622642,2.880238,2,1038.802,53
1,3.019572,0,933.177,49
1,3.131192,0,890.0837,49
0.9444444,2.724374,0,1189.698,54
1,3.184399,0,827.1509,49
1,3.17069,0,870.3059,49
1,3.13425,0,871.2391,49
1,3.147472,0,838.3193,49
0.9444444,2.699031,2,1143.772,54
1,3.240074,0,828.3466,49
1,3.194345,0,841.3761,49
1,3.124389,0,868.1818,49
1,3.021513,0,932.0594,49
1,3.002397,0,936.1078,49
