0.9583333,7.266554,1,13.07409,48
0.8333333,7.509047,4,0,48
0.9166667,7.786282,2,0,48
0.9583333,7.547941,1,0,48
0.9583333,7.627658,1,0,48
0.875,7.511754,3,0,48
1,7.607302,0,3.007678,48
0.9166667,7.508468,2,2.982042,48
1,7.609588,0,0,48
0.9166667,7.528418,2,2.992704,48
0.9166667,7.574832,2,0,48
0.9583333,7.723388,1,0,48
0.9166667,7.637349,2,5.987995,48
0.9583333,7.543437,1,2.994006,48
0.9166667,7.724975,2,3.003437,48
0.8333333,7.589989,4,0,48
0.9166667,7.660856,2,0,48
0.9166667,7.440313,2,5.996758,48
1,7.603666,0,0,48
0.9166667,7.57957,2,2.993971,48
