1,7.729327,0,18.12588,64
1,7.725366,0,8.856549,64
1,7.68772,0,21.6291,64
1,7.692534,0,42.34512,64
1,7.651273,0,33.17035,64
1,7.577725,0,37.90293,64
1,7.67687,0,12.93625,64
1,7.556823,0,19.93156,64
1,7.68746,0,12.65969,64
1,7.688834,0,27.8636,64
1,7.662418,0,29.97427,64
0.96875,7.668242,1,26.47981,64
1,7.694735,0,27.55894,64
1,7.69727,0,32.77879,64
1,7.626208,0,58.87181,64
1,7.655104,0,14.3146,64
1,7.728669,0,14.25283,64
0.9375,7.641894,2,29.78328,64
0.96875,7.612007,1,28.28957,64
1,7.70951,0,14.30526,64
