0.9375,7.446147,2,42.27545,64
0.96875,7.475126,1,41.03894,64
1,7.489777,0,46.48871,64
1,7.47703,0,47.40122,64
1,7.44777,0,54.17814,64
1,7.478002,0,39.60783,64
1,7.554534,0,38.89059,64
1,7.621312,0,32.01933,64
1,7.476797,0,55.75922,64
0.9375,7.494066,2,42.35054,64
1,7.420791,0,45.687,64
0.9375,7.424231,2,42.50941,64
1,7.450143,0,53.14591,64
1,7.46749,0,47.57965,64
1,7.567882,0,35.10508,64
1,7.631035,0,30.04616,64
0.9375,7.752174,0,23.27887,64
1,7.654225,0,25.03854,64
1,7.57833,0,24.34801,64
0.9375,7.741024,0,12.00432,64
