1,7.554364,0,56.98368,64
1,7.52234,0,60.45534,64
0.96875,7.540898,1,60.94804,64
1,7.575034,0,57.71693,64
0.96875,7.680525,1,20.39448,64
0.96875,7.652104,1,33.73015,64
0.96875,7.454428,1,74.0649,64
1,7.617914,0,27.68589,64
0.9375,7.726329,0,25.19916,64
0.96875,7.620274,1,48.65997,64
0.96875,7.581135,1,57.39758,64
0.96875,7.66716,1,45.93778,64
1,7.568251,0,56.11491,64
0.96875,7.635814,1,39.55128,64
1,7.546817,0,71.13856,64
0.96875,7.644621,1,36.96803,64
0.9375,7.635281,2,26.84019,64
0.96875,7.609403,1,59.00379,64
0.96875,7.660846,1,37.12786,64
0.96875,7.557713,1,50.76941,64
